nct_id,historical_first_results_label_version,first_results_attempt_version,first_results_posted_version,pre_episode_posted_version,results_episode_id,first_results_date,first_results_date_source,first_results_history_version_date,first_results_attempt_pcd,first_results_attempt_pcd_type,first_results_pcd,first_results_pcd_type,pre_first_results_pcd,pre_first_results_pcd_type,current_pcd,current_pcd_type,history_versions,posted_history_versions,review_not_passed_versions,pair_id,group
NCT02991482,12,12,12,11,NCT02991482:v12-v12,2021-09-08,resultsFirstSubmitDate,2021-12-31,2019-02-20,ACTUAL,2019-02-20,ACTUAL,2019-06-28,ACTUAL,2019-02-20,ACTUAL,14,14,0,80,nonfda_control
NCT04837807,6,6,11,5,NCT04837807:v6-v11,2022-03-07,resultsFirstSubmitDate,2022-03-07,2021-11-19,ACTUAL,2021-11-19,ACTUAL,2021-11-19,ACTUAL,2021-11-19,ACTUAL,12,7,5,81,fda_proxy
NCT04876521,2,2,2,1,NCT04876521:v2-v2,2023-06-03,resultsFirstSubmitDate,2024-09-09,2021-06-09,ACTUAL,2021-06-09,ACTUAL,2022-04-04,ESTIMATED,2021-06-09,ACTUAL,3,3,0,81,nonfda_control
NCT03532776,4,4,6,3,NCT03532776:v4-v6,2021-04-22,resultsFirstSubmitDate,2021-04-22,2018-12-02,ACTUAL,2018-12-02,ACTUAL,2018-12-02,ACTUAL,2018-12-02,ACTUAL,7,5,2,82,fda_proxy
NCT02896127,16,16,16,15,NCT02896127:v16-v16,2020-03-18,resultsFirstSubmitDate,2020-12-04,2018-05-14,ACTUAL,2018-05-14,ACTUAL,2018-05-14,ACTUAL,2018-05-14,ACTUAL,17,17,0,82,nonfda_control
NCT04223778,28,28,28,27,NCT04223778:v28-v28,2022-08-22,resultsFirstSubmitDate,2022-08-22,2021-09-08,ACTUAL,2021-09-08,ACTUAL,2021-09-08,ACTUAL,2021-09-08,ACTUAL,35,35,0,83,fda_proxy
NCT03358875,25,25,25,24,NCT03358875:v25-v25,2025-01-16,resultsFirstSubmitDate,2025-01-16,2021-07-15,ACTUAL,2021-07-15,ACTUAL,2020-08-10,ACTUAL,2021-07-15,ACTUAL,26,26,0,83,nonfda_control
NCT04569253,5,5,8,4,NCT04569253:v5-v8,2022-04-06,resultsFirstSubmitDate,2022-04-06,2021-03-26,ACTUAL,2021-03-26,ACTUAL,2021-03-26,ACTUAL,2021-03-26,ACTUAL,9,6,3,84,fda_proxy
NCT04735705,5,5,5,4,NCT04735705:v5-v5,2022-04-12,resultsFirstSubmitDate,2023-02-11,2021-09-09,ACTUAL,2021-09-09,ACTUAL,2021-09-09,ACTUAL,2021-09-09,ACTUAL,6,6,0,84,nonfda_control
NCT02592551,13,13,13,12,NCT02592551:v13-v13,2021-10-07,resultsFirstSubmitDate,2021-12-14,2019-08-06,ACTUAL,2019-08-06,ACTUAL,2019-08-06,ACTUAL,2019-08-06,ACTUAL,16,16,0,85,fda_proxy
NCT03923933,4,4,4,3,NCT03923933:v4-v4,2020-02-05,resultsFirstSubmitDate,2020-03-02,2019-10-28,ACTUAL,2019-10-28,ACTUAL,2019-10-28,ACTUAL,2019-10-28,ACTUAL,6,6,0,85,nonfda_control
NCT03508830,5,5,6,4,NCT03508830:v5-v6,2021-04-13,resultsFirstSubmitDate,2021-04-13,2021-01-30,ACTUAL,2021-01-30,ACTUAL,2021-01-30,ACTUAL,2021-01-30,ACTUAL,7,6,1,86,fda_proxy
NCT05070468,1,1,1,0,NCT05070468:v1-v1,2022-07-03,resultsFirstSubmitDate,2024-10-26,2021-01-21,ACTUAL,2021-01-21,ACTUAL,2021-01-21,ACTUAL,2021-01-21,ACTUAL,2,2,0,86,nonfda_control
NCT03557294,8,8,9,7,NCT03557294:v8-v9,2024-08-01,resultsFirstSubmitDate,2024-08-01,2022-04-16,ACTUAL,2022-04-16,ACTUAL,2022-04-16,ACTUAL,2022-04-16,ACTUAL,10,9,1,87,fda_proxy
NCT03649061,4,4,4,3,NCT03649061:v4-v4,2023-08-03,resultsFirstSubmitDate,2025-06-04,2022-07-01,ACTUAL,2022-07-01,ACTUAL,2022-07-01,ACTUAL,2022-07-01,ACTUAL,5,5,0,87,nonfda_control
NCT04523142,7,7,9,6,NCT04523142:v7-v9,2023-07-20,resultsFirstSubmitDate,2023-07-20,2022-04-30,ACTUAL,2022-04-30,ACTUAL,2022-04-30,ACTUAL,2022-04-30,ACTUAL,10,8,2,88,fda_proxy
NCT04239027,30,30,30,29,NCT04239027:v30-v30,2023-04-28,resultsFirstSubmitDate,2024-06-03,2022-05-23,ACTUAL,2022-05-23,ACTUAL,2022-05-23,ACTUAL,2022-05-23,ACTUAL,32,32,0,88,nonfda_control
NCT06156969,1,1,1,0,NCT06156969:v1-v1,2023-12-26,resultsFirstSubmitDate,2024-03-17,2018-09-06,ACTUAL,2018-09-06,ACTUAL,2018-09-06,ACTUAL,2018-09-06,ACTUAL,2,2,0,89,fda_proxy
NCT03457909,3,3,3,2,NCT03457909:v3-v3,2019-01-09,resultsFirstSubmitDate,2019-08-21,2018-07-10,ACTUAL,2018-07-10,ACTUAL,2018-07-10,ACTUAL,2018-07-10,ACTUAL,4,4,0,89,nonfda_control
NCT03281538,9,9,9,8,NCT03281538:v9-v9,2021-09-21,resultsFirstSubmitDate,2021-09-21,2020-02-11,ACTUAL,2020-02-11,ACTUAL,2020-02-11,ACTUAL,2020-02-11,ACTUAL,10,10,0,90,fda_proxy
NCT03402841,24,24,24,23,NCT03402841:v24-v24,2021-09-14,resultsFirstSubmitDate,2021-09-14,2020-10-02,ACTUAL,2020-10-02,ACTUAL,2020-10-02,ACTUAL,2020-10-02,ACTUAL,31,31,0,90,nonfda_control
NCT02446912,14,14,14,13,NCT02446912:v14-v14,2019-11-18,resultsFirstSubmitDate,2019-11-18,2018-07-17,ACTUAL,2018-07-17,ACTUAL,2018-07-17,ACTUAL,2018-07-17,ACTUAL,16,16,0,91,fda_proxy
NCT03015220,33,33,33,32,NCT03015220:v33-v33,2019-10-15,resultsFirstSubmitDate,2019-12-06,2018-07-12,ACTUAL,2018-07-12,ACTUAL,2018-07-12,ACTUAL,2018-07-12,ACTUAL,37,37,0,91,nonfda_control
NCT03100344,10,10,10,9,NCT03100344:v10-v10,2019-07-18,resultsFirstSubmitDate,2019-10-03,2018-07-19,ACTUAL,2018-07-19,ACTUAL,2018-07-19,ACTUAL,2018-07-19,ACTUAL,11,11,0,92,fda_proxy
NCT03340961,5,5,5,4,NCT03340961:v5-v5,2020-03-24,resultsFirstSubmitDate,2020-04-11,2018-11-07,ACTUAL,2018-11-07,ACTUAL,2018-11-07,ACTUAL,2018-11-07,ACTUAL,7,7,0,92,nonfda_control
NCT03629080,19,19,21,18,NCT03629080:v19-v21,2023-06-23,resultsFirstSubmitDate,2023-06-23,2022-06-22,ACTUAL,2022-06-22,ACTUAL,2022-06-22,ACTUAL,2022-06-22,ACTUAL,22,20,2,93,fda_proxy
NCT04744207,6,6,6,5,NCT04744207:v6-v6,2023-05-26,resultsFirstSubmitDate,2024-03-06,2022-06-15,ACTUAL,2022-06-15,ACTUAL,2022-06-15,ACTUAL,2022-06-15,ACTUAL,7,7,0,93,nonfda_control
NCT04238481,20,20,20,19,NCT04238481:v20-v20,2023-01-18,resultsFirstSubmitDate,2023-01-18,2021-11-18,ACTUAL,2021-11-18,ACTUAL,2021-11-18,ACTUAL,2021-11-18,ACTUAL,23,23,0,94,fda_proxy
NCT03752970,70,70,70,69,NCT03752970:v70-v70,2023-06-30,resultsFirstSubmitDate,2023-06-30,2021-12-01,ACTUAL,2021-12-01,ACTUAL,2021-12-01,ACTUAL,2021-12-01,ACTUAL,72,72,0,94,nonfda_control
NCT04742907,13,13,14,12,NCT04742907:v13-v14,2025-03-21,resultsFirstSubmitDate,2025-04-10,2024-03-25,ACTUAL,2024-03-25,ACTUAL,2024-03-25,ACTUAL,2024-03-25,ACTUAL,15,14,1,95,fda_proxy
NCT05618782,2,2,2,1,NCT05618782:v2-v2,2025-04-02,resultsFirstSubmitDate,2025-09-16,2024-05-20,ACTUAL,2024-05-20,ACTUAL,2024-03-31,ESTIMATED,2024-05-20,ACTUAL,4,4,0,95,nonfda_control
NCT03530631,5,5,5,4,NCT03530631:v5-v5,2019-07-29,resultsFirstSubmitDate,2019-09-23,2018-12-18,ACTUAL,2018-12-18,ACTUAL,2018-12-18,ACTUAL,2018-12-18,ACTUAL,8,8,0,96,fda_proxy
NCT03291197,3,3,3,2,NCT03291197:v3-v3,2019-07-03,resultsFirstSubmitDate,2019-09-03,2018-10-14,ACTUAL,2018-10-14,ACTUAL,2018-10-14,ACTUAL,2018-10-14,ACTUAL,4,4,0,96,nonfda_control
NCT05633082,1,1,2,0,NCT05633082:v1-v2,2023-10-11,resultsFirstSubmitDate,2023-10-11,2022-09-30,ACTUAL,2022-09-30,ACTUAL,2022-09-30,ACTUAL,2022-09-30,ACTUAL,3,2,1,97,fda_proxy
NCT04826471,6,6,6,5,NCT04826471:v6-v6,2022-11-10,resultsFirstSubmitDate,2025-02-17,2022-01-05,ACTUAL,2022-01-05,ACTUAL,2022-01-05,ACTUAL,2022-01-05,ACTUAL,7,7,0,97,nonfda_control
NCT03334903,5,5,6,4,NCT03334903:v5-v6,2020-12-23,resultsFirstSubmitDate,2020-12-23,2019-04-24,ACTUAL,2019-04-24,ACTUAL,2019-04-24,ACTUAL,2019-04-24,ACTUAL,7,6,1,98,fda_proxy
NCT00982072,9,9,9,8,NCT00982072:v9-v9,2021-03-16,resultsFirstSubmitDate,2021-04-09,2019-10-10,ACTUAL,2019-10-10,ACTUAL,2019-10-10,ACTUAL,2019-10-10,ACTUAL,10,10,0,98,nonfda_control
NCT02920021,6,6,7,5,NCT02920021:v6-v7,2023-04-26,resultsFirstSubmitDate,2023-04-26,2018-03-30,ACTUAL,2018-03-30,ACTUAL,2018-03,ACTUAL,2018-03-30,ACTUAL,8,7,1,99,fda_proxy
NCT03093259,5,5,5,4,NCT03093259:v5-v5,2021-10-14,resultsFirstSubmitDate,2022-05-09,2018-07-25,ACTUAL,2018-07-25,ACTUAL,2018-06-30,ACTUAL,2018-07-25,ACTUAL,7,7,0,99,nonfda_control
NCT02748018,44,44,46,43,NCT02748018:v44-v46,2025-05-30,resultsFirstSubmitDate,2025-05-30,2024-11-01,ACTUAL,2023-11-01,ACTUAL,2025-04,ESTIMATED,2023-11-01,ACTUAL,47,45,2,100,fda_proxy
NCT05309291,10,10,10,9,NCT05309291:v10-v10,2024-06-26,resultsFirstSubmitDate,2024-10-07,2023-07-06,ACTUAL,2023-07-06,ACTUAL,2023-09-30,ESTIMATED,2023-07-06,ACTUAL,13,13,0,100,nonfda_control
NCT04224272,17,17,18,16,NCT04224272:v17-v18,2024-04-26,resultsFirstSubmitDate,2024-04-26,2023-04-28,ACTUAL,2023-04-28,ACTUAL,2023-04-28,ACTUAL,2023-04-28,ACTUAL,21,20,1,101,fda_proxy
NCT03992339,14,14,14,13,NCT03992339:v14-v14,2024-04-28,resultsFirstSubmitDate,2025-02-06,2023-05-31,ACTUAL,2023-05-31,ACTUAL,2023-12-01,ESTIMATED,2023-05-31,ACTUAL,15,15,0,101,nonfda_control
NCT03538301,52,52,54,51,NCT03538301:v52-v54,2023-10-03,resultsFirstSubmitDate,2023-10-03,2022-08-24,ACTUAL,2022-08-24,ACTUAL,2022-08-24,ACTUAL,2022-08-24,ACTUAL,55,53,2,102,fda_proxy
NCT03312738,16,16,16,15,NCT03312738:v16-v16,2023-04-17,resultsFirstSubmitDate,2023-04-17,2022-04-25,ACTUAL,2022-04-25,ACTUAL,2020-05-19,ACTUAL,2022-04-25,ACTUAL,17,17,0,102,nonfda_control
NCT02468648,29,29,29,28,NCT02468648:v29-v29,2020-02-26,resultsFirstSubmitDate,2020-03-10,2018-09-14,ACTUAL,2018-09-14,ACTUAL,2018-09-14,ACTUAL,2018-09-14,ACTUAL,30,30,0,103,fda_proxy
NCT02886624,4,4,4,3,NCT02886624:v4-v4,2019-12-06,resultsFirstSubmitDate,2020-01-20,2018-12-31,ACTUAL,2018-12-31,ACTUAL,2019-01,ESTIMATED,2018-12-31,ACTUAL,5,5,0,103,nonfda_control
NCT05007080,27,27,28,26,NCT05007080:v27-v28,2024-03-08,resultsFirstSubmitDate,2024-03-08,2023-08-14,ACTUAL,2023-08-14,ACTUAL,2023-08-14,ACTUAL,2023-08-14,ACTUAL,30,29,1,104,fda_proxy
NCT04675034,26,26,26,25,NCT04675034:v26-v26,2024-08-15,resultsFirstSubmitDate,2025-02-07,2023-08-16,ACTUAL,2023-08-16,ACTUAL,2023-08-16,ACTUAL,2023-08-16,ACTUAL,27,27,0,104,nonfda_control
NCT03934216,47,47,47,46,NCT03934216:v47-v47,2022-06-09,resultsFirstSubmitDate,2022-06-09,2021-06-13,ACTUAL,2021-06-13,ACTUAL,2021-06-13,ACTUAL,2021-06-13,ACTUAL,60,60,0,105,fda_proxy
NCT04890509,2,2,2,1,NCT04890509:v2-v2,2024-02-20,resultsFirstSubmitDate,2024-10-14,2021-05-25,ACTUAL,2021-05-25,ACTUAL,2021-05-25,ACTUAL,2021-05-25,ACTUAL,3,3,0,105,nonfda_control
NCT04968925,5,5,6,4,NCT04968925:v5-v6,2022-10-17,resultsFirstSubmitDate,2022-10-17,2021-10-25,ACTUAL,2021-10-25,ACTUAL,2021-10-25,ACTUAL,2021-10-25,ACTUAL,7,6,1,106,fda_proxy
NCT04132518,4,4,4,3,NCT04132518:v4-v4,2022-10-10,resultsFirstSubmitDate,2024-10-28,2021-07-18,ACTUAL,2021-07-18,ACTUAL,2021-10-30,ESTIMATED,2021-07-18,ACTUAL,6,6,0,106,nonfda_control
NCT02312622,11,11,11,10,NCT02312622:v11-v11,2019-08-01,resultsFirstSubmitDate,2019-08-22,2018-09-08,ACTUAL,2018-09-08,ACTUAL,2018-09,ACTUAL,2018-09-08,ACTUAL,15,15,0,107,fda_proxy
NCT02939937,1,1,1,0,NCT02939937:v1-v1,2019-01-05,resultsFirstSubmitDate,2019-07-05,2018-11-11,ACTUAL,2018-11-11,ACTUAL,2018-02,ESTIMATED,2018-11-11,ACTUAL,2,2,0,107,nonfda_control
NCT03554291,9,9,12,8,NCT03554291:v9-v12,2024-05-01,resultsFirstSubmitDate,2024-05-01,2023-07-11,ACTUAL,2023-07-11,ACTUAL,2023-07-11,ACTUAL,2023-07-11,ACTUAL,13,10,3,108,fda_proxy
NCT04907253,8,8,8,7,NCT04907253:v8-v8,2025-05-20,resultsFirstSubmitDate,2026-04-13,2023-12-01,ACTUAL,2023-12-01,ACTUAL,2023-12-01,ACTUAL,2023-12-01,ACTUAL,9,9,0,108,nonfda_control
NCT03993691,10,10,11,9,NCT03993691:v10-v11,2022-09-12,resultsFirstSubmitDate,2022-09-12,2021-11-03,ACTUAL,2021-11-03,ACTUAL,2021-11-03,ACTUAL,2021-11-03,ACTUAL,13,12,1,109,fda_proxy
NCT03632434,7,7,7,6,NCT03632434:v7-v7,2023-05-19,resultsFirstSubmitDate,2024-02-20,2021-11-26,ACTUAL,2021-11-26,ACTUAL,2021-11-26,ACTUAL,2021-11-26,ACTUAL,8,8,0,109,nonfda_control
